Order_ID,Product_ID,User_ID,Order_Date,Return_Date,Product_Category,Product_Price,Order_Quantity,Return_Reason,Return_Status,Days_to_Return,User_Age,User_Gender,User_Location,Payment_Method,Shipping_Method,Discount_Applied,Return,Return_Probability,Risk_Level
ORD00002141,PROD00002141,USER00002141,2023-07-23,,Home,373.65,2,No Return,Not Returned,0.0,25,Male,City84,Gift Card,Next-Day,26.6,0,0.513153250546619,High
ORD00002143,PROD00002143,USER00002143,2023-01-10,,Home,21.41,3,No Return,Not Returned,0.0,26,Male,City51,Debit Card,Express,46.74,0,0.5265157742860522,High
ORD00002146,PROD00002146,USER00002146,2023-11-11,2024-10-27,Books,90.44,5,Wrong item,Returned,351.0,32,Male,City65,Credit Card,Express,46.17,1,0.5233950262128085,High
ORD00002147,PROD00002147,USER00002147,2023-10-28,2024-12-15,Electronics,144.28,5,Not as described,Returned,414.0,37,Female,City61,Gift Card,Standard,45.56,1,0.5182693185955833,High
ORD00002149,PROD00002149,USER00002149,2024-07-29,,Books,62.85,5,No Return,Not Returned,0.0,29,Female,City86,Debit Card,Express,2.65,0,0.5276271016064062,High
ORD00002151,PROD00002151,USER00002151,2024-04-16,2024-06-29,Electronics,47.22,3,Defective,Returned,74.0,28,Female,City72,Gift Card,Next-Day,49.33,1,0.5241188231142017,High
ORD00002152,PROD00002152,USER00002152,2023-10-30,2024-12-05,Electronics,156.38,4,Changed mind,Returned,402.0,44,Male,City42,Credit Card,Express,25.46,1,0.5114623336596648,High
ORD00002153,PROD00002153,USER00002153,2023-05-26,,Books,81.83,5,No Return,Not Returned,0.0,23,Male,City69,Credit Card,Next-Day,15.85,0,0.5306534113347067,High
ORD00002154,PROD00002154,USER00002154,2024-01-14,,Clothing,284.99,4,No Return,Not Returned,0.0,37,Female,City49,Gift Card,Standard,19.74,0,0.5131248170709095,High
ORD00002155,PROD00002155,USER00002155,2023-09-18,2023-01-31,Toys,100.38,1,Defective,Returned,-230.0,36,Female,City60,PayPal,Standard,47.03,1,0.5143895595917332,High
ORD00002160,PROD00002160,USER00002160,2023-06-03,,Toys,71.73,3,No Return,Not Returned,0.0,48,Male,City44,PayPal,Standard,2.73,0,0.511378679846078,High
ORD00002161,PROD00002161,USER00002161,2023-03-16,2023-01-28,Toys,148.04,1,Changed mind,Returned,-47.0,19,Female,City88,PayPal,Next-Day,27.58,1,0.522416022479508,High
ORD00002162,PROD00002162,USER00002162,2024-03-12,2024-02-10,Books,235.47,3,Defective,Returned,-31.0,23,Female,City16,Credit Card,Express,12.38,1,0.5213090034576147,High
ORD00002163,PROD00002163,USER00002163,2024-02-19,,Electronics,30.28,3,No Return,Not Returned,0.0,42,Female,City30,Debit Card,Next-Day,13.66,0,0.5164400936007488,High
ORD00002166,PROD00002166,USER00002166,2023-01-02,,Electronics,225.32,4,No Return,Not Returned,0.0,42,Female,City54,PayPal,Next-Day,49.78,0,0.5120671965032532,High
ORD00002167,PROD00002167,USER00002167,2023-03-02,,Home,219.11,3,No Return,Not Returned,0.0,27,Male,City22,PayPal,Express,24.02,0,0.5192816580318012,High
ORD00002170,PROD00002170,USER00002170,2024-03-26,,Books,219.58,4,No Return,Not Returned,0.0,33,Male,City39,Gift Card,Express,4.08,0,0.517765499868382,High
ORD00002172,PROD00002172,USER00002172,2023-10-28,,Clothing,110.29,3,No Return,Not Returned,0.0,35,Female,City20,Gift Card,Next-Day,22.13,0,0.5180382410993765,High
ORD00002174,PROD00002174,USER00002174,2024-05-12,,Home,50.09,4,No Return,Not Returned,0.0,20,Male,City92,Debit Card,Next-Day,46.48,0,0.5313817177558632,High
ORD00002179,PROD00002179,USER00002179,2023-12-30,2023-08-06,Electronics,408.88,3,Not as described,Returned,-146.0,32,Female,City66,Credit Card,Express,19.7,1,0.5104728583909492,High
ORD00002180,PROD00002180,USER00002180,2024-03-02,,Home,86.14,2,No Return,Not Returned,0.0,45,Female,City70,PayPal,Express,38.59,0,0.5105608555617394,High
ORD00002183,PROD00002183,USER00002183,2024-07-23,2023-04-01,Electronics,296.48,5,Not as described,Returned,-479.0,41,Male,City65,Debit Card,Express,8.69,1,0.5144798860040415,High
ORD00002184,PROD00002184,USER00002184,2023-12-23,,Electronics,468.32,5,No Return,Not Returned,0.0,31,Male,City76,Gift Card,Next-Day,18.4,0,0.5128154955510085,High
ORD00002186,PROD00002186,USER00002186,2024-12-21,,Clothing,14.67,5,No Return,Not Returned,0.0,53,Male,City18,Credit Card,Standard,22.55,0,0.5145733244214511,High
ORD00002187,PROD00002187,USER00002187,2023-03-09,2024-10-07,Toys,275.51,1,Changed mind,Returned,578.0,22,Female,City43,Credit Card,Standard,30.42,1,0.5136760301992762,High
ORD00002188,PROD00002188,USER00002188,2024-11-30,,Electronics,262.94,4,No Return,Not Returned,0.0,33,Male,City37,Credit Card,Express,27.89,0,0.516311518130753,High
ORD00002191,PROD00002191,USER00002191,2023-03-02,2023-01-06,Electronics,305.87,1,Changed mind,Returned,-55.0,22,Female,City96,Credit Card,Next-Day,43.43,1,0.5153244396176155,High
ORD00002192,PROD00002192,USER00002192,2023-01-29,,Electronics,160.02,2,No Return,Not Returned,0.0,26,Female,City86,PayPal,Standard,31.24,0,0.519705712581841,High
ORD00002198,PROD00002198,USER00002198,2023-09-11,2023-05-06,Electronics,151.17,1,Defective,Returned,-128.0,19,Male,City17,Gift Card,Next-Day,30.24,1,0.5226519981730446,High
ORD00002202,PROD00002202,USER00002202,2024-01-28,,Home,279.33,5,No Return,Not Returned,0.0,38,Male,City98,Debit Card,Next-Day,4.96,0,0.5148725180620355,High
ORD00002204,PROD00002204,USER00002204,2023-02-14,,Books,156.04,4,No Return,Not Returned,0.0,18,Male,City5,Credit Card,Standard,46.16,0,0.5290579185948036,High
ORD00002205,PROD00002205,USER00002205,2024-01-31,2024-01-28,Books,160.15,1,Wrong item,Returned,-3.0,35,Female,City61,Gift Card,Next-Day,47.91,1,0.5120397811676017,High
ORD00002211,PROD00002211,USER00002211,2024-05-06,,Home,67.21,5,No Return,Not Returned,0.0,37,Female,City4,Debit Card,Next-Day,30.93,0,0.5225950610787788,High
ORD00002212,PROD00002212,USER00002212,2023-12-08,2023-10-26,Books,82.44,4,Changed mind,Returned,-43.0,53,Female,City24,PayPal,Standard,33.56,1,0.5103107779746929,High
ORD00002213,PROD00002213,USER00002213,2024-05-24,2023-01-04,Toys,172.98,3,Changed mind,Returned,-506.0,43,Male,City40,Credit Card,Standard,3.38,1,0.5131735165369898,High
ORD00002214,PROD00002214,USER00002214,2023-03-09,,Electronics,264.3,5,No Return,Not Returned,0.0,31,Female,City80,PayPal,Standard,21.73,0,0.5196574838678747,High
ORD00002216,PROD00002216,USER00002216,2023-09-01,2024-07-27,Books,279.12,4,Changed mind,Returned,330.0,33,Female,City2,PayPal,Next-Day,34.42,1,0.5143787093397189,High
ORD00002217,PROD00002217,USER00002217,2024-07-21,2024-06-02,Electronics,80.83,3,Not as described,Returned,-49.0,31,Female,City36,Credit Card,Express,32.26,1,0.5216773263941052,High
ORD00002218,PROD00002218,USER00002218,2023-07-15,,Books,223.8,3,No Return,Not Returned,0.0,31,Female,City90,Debit Card,Express,21.67,0,0.5166783655403129,High
ORD00002219,PROD00002219,USER00002219,2024-02-21,2023-04-10,Toys,172.34,3,Not as described,Returned,-317.0,26,Female,City39,PayPal,Next-Day,27.1,1,0.5227944979607804,High
ORD00002221,PROD00002221,USER00002221,2023-05-20,2024-09-08,Toys,260.33,3,Wrong item,Returned,477.0,20,Female,City79,Gift Card,Next-Day,29.37,1,0.5201713060712826,High
ORD00002227,PROD00002227,USER00002227,2023-01-06,,Electronics,61.44,4,No Return,Not Returned,0.0,40,Female,City47,Debit Card,Next-Day,18.5,0,0.5187870464436479,High
ORD00002229,PROD00002229,USER00002229,2023-06-29,,Electronics,211.23,1,No Return,Not Returned,0.0,25,Male,City62,Gift Card,Next-Day,12.45,0,0.5164317363113496,High
ORD00002232,PROD00002232,USER00002232,2023-08-14,2023-06-03,Books,103.36,1,Defective,Returned,-72.0,26,Female,City78,Debit Card,Next-Day,18.81,1,0.5197400626391053,High
ORD00002233,PROD00002233,USER00002233,2023-01-06,,Electronics,230.32,5,No Return,Not Returned,0.0,18,Male,City74,Gift Card,Standard,41.92,0,0.5287366439465775,High
ORD00002234,PROD00002234,USER00002234,2023-01-22,2023-06-10,Clothing,457.37,4,Changed mind,Returned,139.0,25,Female,City93,Credit Card,Standard,13.73,1,0.5140985481998618,High
ORD00002236,PROD00002236,USER00002236,2024-01-14,,Electronics,393.72,3,No Return,Not Returned,0.0,20,Male,City59,Credit Card,Standard,38.35,0,0.5177079743091239,High
ORD00002237,PROD00002237,USER00002237,2023-10-14,,Electronics,287.6,5,No Return,Not Returned,0.0,31,Female,City77,Debit Card,Next-Day,21.97,0,0.5188764226288896,High
ORD00002238,PROD00002238,USER00002238,2023-10-17,,Toys,29.52,4,No Return,Not Returned,0.0,55,Male,City82,Debit Card,Standard,13.78,0,0.5106813163628772,High
ORD00002240,PROD00002240,USER00002240,2023-04-26,2024-04-26,Toys,169.17,2,Wrong item,Returned,366.0,30,Female,City38,Credit Card,Next-Day,26.13,1,0.5154114067560492,High
ORD00002242,PROD00002242,USER00002242,2023-10-17,2024-09-12,Clothing,49.36,1,Defective,Returned,331.0,29,Female,City84,PayPal,Standard,6.76,1,0.5180192398584668,High
ORD00002243,PROD00002243,USER00002243,2024-07-30,2023-09-23,Electronics,277.98,3,Not as described,Returned,-311.0,21,Female,City28,Credit Card,Next-Day,13.18,1,0.5222852331352617,High
ORD00002248,PROD00002248,USER00002248,2023-07-28,2023-11-02,Electronics,251.82,5,Changed mind,Returned,97.0,25,Male,City32,Gift Card,Express,40.12,1,0.5233344609771811,High
ORD00002249,PROD00002249,USER00002249,2023-12-19,,Books,14.0,5,No Return,Not Returned,0.0,54,Female,City23,Debit Card,Next-Day,38.63,0,0.5139839942420015,High
ORD00002257,PROD00002257,USER00002257,2024-02-09,,Books,82.39,1,No Return,Not Returned,0.0,34,Male,City32,PayPal,Standard,23.6,0,0.515247577703877,High
ORD00002258,PROD00002258,USER00002258,2024-08-06,2024-03-22,Books,68.25,3,Defective,Returned,-137.0,42,Male,City11,Debit Card,Express,47.28,1,0.5157437537056381,High
ORD00002262,PROD00002262,USER00002262,2023-12-07,,Toys,110.74,1,No Return,Not Returned,0.0,28,Female,City28,Credit Card,Next-Day,31.54,0,0.5179666336897277,High
ORD00002264,PROD00002264,USER00002264,2024-07-07,,Electronics,165.66,4,No Return,Not Returned,0.0,25,Female,City20,Gift Card,Express,10.06,0,0.5244620624598185,High
ORD00002265,PROD00002265,USER00002265,2023-03-29,,Home,272.36,4,No Return,Not Returned,0.0,38,Female,City61,Debit Card,Standard,13.18,0,0.5129366524137456,High
ORD00002267,PROD00002267,USER00002267,2023-09-27,2023-04-02,Home,222.34,3,Changed mind,Returned,-178.0,43,Female,City12,Debit Card,Express,29.44,1,0.510135064879027,High
ORD00002268,PROD00002268,USER00002268,2024-01-22,,Books,225.77,3,No Return,Not Returned,0.0,40,Female,City79,Gift Card,Standard,20.24,0,0.5111058529424065,High
ORD00002269,PROD00002269,USER00002269,2023-02-19,,Books,379.51,3,No Return,Not Returned,0.0,19,Male,City86,PayPal,Standard,28.67,0,0.5187958818754981,High
ORD00002270,PROD00002270,USER00002270,2024-09-16,2023-04-14,Home,200.62,5,Not as described,Returned,-521.0,34,Female,City6,Credit Card,Express,30.06,1,0.5221508431461975,High
ORD00002272,PROD00002272,USER00002272,2024-12-05,,Clothing,36.64,4,No Return,Not Returned,0.0,38,Male,City12,Gift Card,Standard,18.96,0,0.5208410022593222,High
ORD00002274,PROD00002274,USER00002274,2024-10-05,2024-12-25,Electronics,232.1,3,Wrong item,Returned,81.0,30,Female,City48,Gift Card,Standard,13.85,1,0.5166704970362969,High
ORD00002275,PROD00002275,USER00002275,2024-03-04,2024-01-15,Clothing,61.57,4,Changed mind,Returned,-49.0,35,Male,City72,Gift Card,Standard,20.39,1,0.5220453586475966,High
ORD00002277,PROD00002277,USER00002277,2024-06-01,,Clothing,275.97,5,No Return,Not Returned,0.0,19,Female,City85,Credit Card,Next-Day,10.06,0,0.5265983577953304,High
ORD00002278,PROD00002278,USER00002278,2024-07-26,,Toys,65.84,3,No Return,Not Returned,0.0,38,Female,City2,Credit Card,Next-Day,31.43,0,0.5176940345076622,High
ORD00002283,PROD00002283,USER00002283,2023-03-11,,Home,498.57,5,No Return,Not Returned,0.0,31,Male,City36,Gift Card,Express,47.37,0,0.5118005643839127,High
ORD00002289,PROD00002289,USER00002289,2023-02-27,2023-12-09,Books,15.82,5,Not as described,Returned,285.0,39,Male,City32,Credit Card,Express,7.28,1,0.5218953951685934,High
ORD00002290,PROD00002290,USER00002290,2024-06-10,2023-11-04,Clothing,302.76,1,Defective,Returned,-219.0,31,Male,City63,PayPal,Express,24.64,1,0.5106128199250117,High
ORD00002293,PROD00002293,USER00002293,2024-05-24,,Books,113.88,5,No Return,Not Returned,0.0,53,Female,City63,Credit Card,Express,18.67,0,0.5112448988323597,High
ORD00002294,PROD00002294,USER00002294,2024-01-11,,Electronics,226.34,4,No Return,Not Returned,0.0,41,Female,City59,Gift Card,Next-Day,1.47,0,0.512644904545645,High
ORD00002295,PROD00002295,USER00002295,2023-02-11,,Home,201.35,2,No Return,Not Returned,0.0,19,Male,City3,PayPal,Express,0.67,0,0.5225991248792591,High
ORD00002302,PROD00002302,USER00002302,2024-10-28,,Books,284.94,5,No Return,Not Returned,0.0,34,Male,City53,PayPal,Next-Day,11.79,0,0.5171310781772059,High
ORD00002303,PROD00002303,USER00002303,2023-03-07,,Electronics,113.45,3,No Return,Not Returned,0.0,20,Female,City69,Credit Card,Next-Day,40.23,0,0.5270979737528368,High
ORD00002304,PROD00002304,USER00002304,2024-07-18,2023-02-11,Electronics,5.97,4,Defective,Returned,-523.0,26,Female,City14,Gift Card,Standard,0.06,1,0.5313942540662887,High
ORD00002308,PROD00002308,USER00002308,2023-06-04,,Toys,103.58,3,No Return,Not Returned,0.0,38,Female,City36,PayPal,Express,49.9,0,0.5164285107615756,High
ORD00002316,PROD00002316,USER00002316,2023-03-31,,Home,190.21,5,No Return,Not Returned,0.0,21,Female,City73,Gift Card,Next-Day,17.23,0,0.5282478880113073,High
ORD00002317,PROD00002317,USER00002317,2024-07-07,,Electronics,227.76,4,No Return,Not Returned,0.0,30,Female,City22,Debit Card,Next-Day,26.06,0,0.5193256450206849,High
ORD00002324,PROD00002324,USER00002324,2023-09-26,2023-03-31,Books,414.45,1,Wrong item,Returned,-179.0,19,Female,City44,Debit Card,Next-Day,35.4,1,0.5140400807721247,High
ORD00002326,PROD00002326,USER00002326,2024-10-04,2024-05-02,Electronics,302.94,5,Changed mind,Returned,-155.0,29,Female,City55,Gift Card,Next-Day,25.93,1,0.5202375095589072,High
ORD00002327,PROD00002327,USER00002327,2024-09-02,2023-05-27,Electronics,102.92,2,Not as described,Returned,-464.0,45,Female,City43,Credit Card,Standard,27.9,1,0.5119532651422928,High
ORD00002330,PROD00002330,USER00002330,2024-10-10,,Books,213.52,1,No Return,Not Returned,0.0,29,Female,City19,Debit Card,Express,47.77,0,0.5139079701207824,High
ORD00002331,PROD00002331,USER00002331,2023-03-31,2024-07-18,Home,135.5,5,Wrong item,Returned,475.0,45,Female,City84,Credit Card,Express,32.16,1,0.5134133559132458,High
ORD00002332,PROD00002332,USER00002332,2023-04-19,,Books,353.76,3,No Return,Not Returned,0.0,31,Male,City61,PayPal,Next-Day,26.0,0,0.5123190710371299,High
ORD00002333,PROD00002333,USER00002333,2024-11-21,,Electronics,244.25,5,No Return,Not Returned,0.0,28,Female,City37,Debit Card,Next-Day,15.03,0,0.5221631162496648,High
ORD00002336,PROD00002336,USER00002336,2023-06-16,2023-04-24,Home,318.65,5,Changed mind,Returned,-53.0,23,Male,City9,Credit Card,Next-Day,1.79,1,0.5229487679465845,High
ORD00002337,PROD00002337,USER00002337,2024-07-12,,Books,87.02,4,No Return,Not Returned,0.0,40,Female,City58,Credit Card,Express,5.44,0,0.5179294377674377,High
ORD00002338,PROD00002338,USER00002338,2023-04-03,,Toys,104.05,4,No Return,Not Returned,0.0,41,Male,City16,Debit Card,Standard,28.9,0,0.5167468299791684,High
ORD00002339,PROD00002339,USER00002339,2023-02-02,2024-09-25,Books,48.52,3,Defective,Returned,601.0,26,Male,City20,Gift Card,Standard,15.94,1,0.5230800179331707,High
ORD00002345,PROD00002345,USER00002345,2023-08-17,,Toys,61.3,4,No Return,Not Returned,0.0,39,Female,City57,Credit Card,Next-Day,27.33,0,0.5194031508770653,High
ORD00002347,PROD00002347,USER00002347,2024-04-09,2024-05-15,Toys,446.58,5,Wrong item,Returned,36.0,35,Male,City13,PayPal,Next-Day,40.77,1,0.5109453939776785,High
ORD00002348,PROD00002348,USER00002348,2023-01-27,2024-05-29,Toys,13.72,5,Wrong item,Returned,488.0,53,Male,City23,Credit Card,Next-Day,29.75,1,0.5125490634324804,High
ORD00002351,PROD00002351,USER00002351,2024-06-27,,Books,478.7,5,No Return,Not Returned,0.0,31,Male,City25,Gift Card,Next-Day,11.1,0,0.51246724305378,High
ORD00002352,PROD00002352,USER00002352,2024-10-23,,Books,493.92,3,No Return,Not Returned,0.0,23,Male,City44,Credit Card,Next-Day,26.78,0,0.5125119636739462,High
ORD00002353,PROD00002353,USER00002353,2024-05-10,2023-02-19,Toys,92.56,4,Changed mind,Returned,-446.0,34,Female,City33,PayPal,Next-Day,29.42,1,0.5232886584448266,High
ORD00002354,PROD00002354,USER00002354,2023-02-14,,Toys,65.84,4,No Return,Not Returned,0.0,52,Male,City89,Gift Card,Express,5.98,0,0.5112986032843216,High
ORD00002355,PROD00002355,USER00002355,2024-02-29,2023-08-25,Electronics,344.06,3,Wrong item,Returned,-188.0,19,Female,City92,Gift Card,Express,44.87,1,0.5207755947413106,High
ORD00002356,PROD00002356,USER00002356,2024-09-16,,Books,149.33,3,No Return,Not Returned,0.0,26,Female,City17,PayPal,Express,1.64,0,0.5222315014366553,High
ORD00002357,PROD00002357,USER00002357,2024-08-21,,Clothing,64.41,5,No Return,Not Returned,0.0,19,Female,City62,PayPal,Standard,40.92,0,0.5336748848479808,High
ORD00002358,PROD00002358,USER00002358,2024-02-07,2024-10-18,Toys,23.78,1,Not as described,Returned,254.0,26,Female,City53,Debit Card,Next-Day,18.43,1,0.5210349733094907,High
ORD00002360,PROD00002360,USER00002360,2024-01-14,,Home,93.71,2,No Return,Not Returned,0.0,22,Male,City90,Debit Card,Express,33.63,0,0.5243719582402234,High
ORD00002363,PROD00002363,USER00002363,2024-03-07,,Toys,187.08,5,No Return,Not Returned,0.0,48,Female,City1,Credit Card,Next-Day,17.18,0,0.5118486427726076,High
ORD00002369,PROD00002369,USER00002369,2023-01-11,,Books,78.55,5,No Return,Not Returned,0.0,40,Male,City46,Debit Card,Express,17.44,0,0.5203815433853108,High
ORD00002371,PROD00002371,USER00002371,2024-02-06,2024-09-10,Home,29.63,5,Changed mind,Returned,217.0,57,Female,City18,Credit Card,Express,45.12,1,0.5107093853241708,High
ORD00002375,PROD00002375,USER00002375,2024-03-03,2023-02-06,Electronics,242.87,2,Changed mind,Returned,-391.0,33,Female,City82,Gift Card,Next-Day,21.04,1,0.5142931232484724,High
ORD00002376,PROD00002376,USER00002376,2024-11-02,,Books,462.51,1,No Return,Not Returned,0.0,19,Male,City19,Credit Card,Next-Day,14.06,0,0.5116734386963773,High
ORD00002377,PROD00002377,USER00002377,2024-07-16,2023-06-06,Clothing,196.86,5,Not as described,Returned,-406.0,33,Male,City19,PayPal,Standard,38.11,1,0.5224039775912247,High
ORD00002382,PROD00002382,USER00002382,2023-02-24,2024-02-01,Clothing,207.41,5,Defective,Returned,342.0,19,Male,City14,Credit Card,Express,41.67,1,0.5274554887172236,High
ORD00002383,PROD00002383,USER00002383,2023-12-20,,Toys,289.83,3,No Return,Not Returned,0.0,29,Male,City22,Debit Card,Next-Day,9.15,0,0.5156872680575451,High
ORD00002386,PROD00002386,USER00002386,2023-08-21,2023-06-25,Clothing,175.69,5,Not as described,Returned,-57.0,47,Male,City13,Gift Card,Standard,9.63,1,0.5130829015429538,High
ORD00002387,PROD00002387,USER00002387,2023-04-17,,Clothing,489.03,5,No Return,Not Returned,0.0,27,Female,City23,Gift Card,Next-Day,49.2,0,0.5145681240190917,High
ORD00002389,PROD00002389,USER00002389,2024-07-30,2024-03-26,Toys,401.2,4,Changed mind,Returned,-126.0,33,Female,City19,Debit Card,Next-Day,1.7,1,0.5122045246837496,High
ORD00002390,PROD00002390,USER00002390,2023-07-12,2023-08-05,Clothing,444.08,2,Wrong item,Returned,24.0,20,Male,City33,Credit Card,Express,14.22,1,0.5137486835280417,High
ORD00002392,PROD00002392,USER00002392,2023-08-31,2023-08-16,Home,153.49,4,Wrong item,Returned,-15.0,28,Male,City90,Gift Card,Next-Day,32.06,1,0.5231000544375829,High
ORD00002395,PROD00002395,USER00002395,2024-04-15,,Clothing,23.54,3,No Return,Not Returned,0.0,41,Female,City90,PayPal,Next-Day,6.99,0,0.5172777183056066,High
ORD00002396,PROD00002396,USER00002396,2023-11-08,2024-01-01,Clothing,429.63,2,Defective,Returned,54.0,20,Female,City8,Credit Card,Standard,16.26,1,0.5141070230240863,High
ORD00002397,PROD00002397,USER00002397,2023-04-16,2024-03-15,Books,88.96,1,Wrong item,Returned,334.0,24,Female,City18,Credit Card,Standard,42.45,1,0.51973621626674,High
ORD00002402,PROD00002402,USER00002402,2023-01-30,,Clothing,66.64,5,No Return,Not Returned,0.0,48,Female,City28,Credit Card,Express,9.11,0,0.5158888971822542,High
ORD00002405,PROD00002405,USER00002405,2023-10-20,,Books,434.96,4,No Return,Not Returned,0.0,22,Female,City40,PayPal,Express,30.84,0,0.5172707620382249,High
ORD00002406,PROD00002406,USER00002406,2023-06-03,,Books,402.92,4,No Return,Not Returned,0.0,23,Female,City61,PayPal,Next-Day,29.81,0,0.5177335303293934,High
ORD00002408,PROD00002408,USER00002408,2023-11-13,,Home,223.67,3,No Return,Not Returned,0.0,34,Male,City82,Credit Card,Express,12.93,0,0.5148476402124553,High
ORD00002409,PROD00002409,USER00002409,2024-11-27,,Home,56.83,1,No Return,Not Returned,0.0,18,Female,City23,Credit Card,Standard,33.69,0,0.5258841117560585,High
ORD00002411,PROD00002411,USER00002411,2024-08-06,2023-07-30,Clothing,374.65,5,Changed mind,Returned,-373.0,32,Female,City62,Debit Card,Next-Day,17.22,1,0.5169169602116231,High
ORD00002413,PROD00002413,USER00002413,2024-05-26,,Toys,448.47,5,No Return,Not Returned,0.0,25,Male,City28,Debit Card,Standard,39.58,0,0.5171517968817748,High
ORD00002416,PROD00002416,USER00002416,2023-12-17,2024-04-14,Toys,314.82,3,Defective,Returned,119.0,29,Female,City51,Credit Card,Express,37.38,1,0.5143477567793369,High
ORD00002417,PROD00002417,USER00002417,2023-02-10,,Home,126.71,3,No Return,Not Returned,0.0,30,Male,City73,Credit Card,Standard,43.08,0,0.5205447717524239,High
ORD00002420,PROD00002420,USER00002420,2023-12-22,,Books,35.91,3,No Return,Not Returned,0.0,44,Male,City17,Debit Card,Express,9.13,0,0.515027876421724,High
ORD00002421,PROD00002421,USER00002421,2023-12-16,,Books,33.14,1,No Return,Not Returned,0.0,30,Male,City34,Debit Card,Standard,33.69,0,0.5193452736291717,High
ORD00002423,PROD00002423,USER00002423,2023-02-16,,Home,350.16,4,No Return,Not Returned,0.0,32,Male,City77,Gift Card,Next-Day,30.47,0,0.5139978218670506,High
ORD00002424,PROD00002424,USER00002424,2023-09-01,,Books,123.66,4,No Return,Not Returned,0.0,35,Male,City68,PayPal,Standard,8.28,0,0.5197582854878714,High
ORD00002427,PROD00002427,USER00002427,2024-06-22,,Toys,62.28,2,No Return,Not Returned,0.0,23,Female,City24,Credit Card,Standard,7.88,0,0.5248137440896606,High
ORD00002430,PROD00002430,USER00002430,2024-08-19,2024-04-07,Electronics,164.82,3,Defective,Returned,-134.0,21,Female,City13,PayPal,Standard,20.04,1,0.5253309682011698,High
ORD00002432,PROD00002432,USER00002432,2023-01-26,2024-03-07,Home,195.6,1,Wrong item,Returned,406.0,31,Male,City40,Credit Card,Next-Day,34.84,1,0.5115745934906609,High
ORD00002438,PROD00002438,USER00002438,2023-04-22,2023-11-03,Books,429.65,3,Not as described,Returned,195.0,23,Female,City51,Credit Card,Express,34.81,1,0.5138464789415251,High
ORD00002439,PROD00002439,USER00002439,2024-10-16,2023-07-14,Electronics,55.58,3,Defective,Returned,-460.0,54,Female,City6,Gift Card,Next-Day,5.48,1,0.5101871786652133,High
ORD00002443,PROD00002443,USER00002443,2023-09-30,,Books,48.3,3,No Return,Not Returned,0.0,38,Female,City62,Credit Card,Next-Day,14.92,0,0.518282121637135,High
ORD00002444,PROD00002444,USER00002444,2023-01-19,2024-12-26,Electronics,151.15,3,Defective,Returned,707.0,35,Male,City73,Gift Card,Standard,9.36,1,0.5136898483284094,High
ORD00002445,PROD00002445,USER00002445,2023-12-28,2024-04-06,Clothing,29.68,3,Not as described,Returned,100.0,33,Female,City51,Gift Card,Next-Day,42.7,1,0.5215419115394735,High
ORD00002446,PROD00002446,USER00002446,2024-04-22,,Electronics,50.8,5,No Return,Not Returned,0.0,58,Male,City29,Gift Card,Next-Day,27.86,0,0.5103015245119018,High
ORD00002450,PROD00002450,USER00002450,2023-08-30,,Toys,474.54,3,No Return,Not Returned,0.0,27,Male,City92,PayPal,Next-Day,32.81,0,0.5107143399094305,High
ORD00002457,PROD00002457,USER00002457,2024-02-29,,Home,338.16,2,No Return,Not Returned,0.0,27,Male,City6,Debit Card,Standard,17.28,0,0.5131201278241979,High
ORD00002460,PROD00002460,USER00002460,2024-08-04,2024-10-06,Home,101.42,5,Changed mind,Returned,63.0,33,Female,City69,PayPal,Next-Day,40.26,1,0.5236279365151123,High
ORD00002461,PROD00002461,USER00002461,2023-04-04,2024-04-07,Home,149.04,2,Changed mind,Returned,369.0,19,Female,City21,PayPal,Express,14.87,1,0.5227989680578812,High
ORD00002463,PROD00002463,USER00002463,2024-02-07,2024-10-21,Home,44.98,3,Not as described,Returned,257.0,44,Male,City95,PayPal,Express,5.14,1,0.5136408840581391,High
ORD00002470,PROD00002470,USER00002470,2023-10-04,2024-06-11,Electronics,237.27,5,Wrong item,Returned,251.0,37,Female,City68,PayPal,Standard,24.43,1,0.5158376018837257,High
ORD00002476,PROD00002476,USER00002476,2023-09-19,,Toys,489.59,4,No Return,Not Returned,0.0,25,Male,City2,PayPal,Next-Day,9.96,0,0.5136033373476785,High
ORD00002477,PROD00002477,USER00002477,2024-08-25,2023-07-10,Books,244.01,2,Defective,Returned,-412.0,18,Female,City100,Gift Card,Next-Day,4.03,1,0.5235144993330516,High
ORD00002478,PROD00002478,USER00002478,2024-11-25,,Toys,88.94,4,No Return,Not Returned,0.0,45,Male,City31,PayPal,Next-Day,30.55,0,0.5148068183357124,High
ORD00002479,PROD00002479,USER00002479,2024-12-17,2024-10-27,Electronics,54.86,3,Wrong item,Returned,-51.0,39,Female,City35,PayPal,Standard,40.04,1,0.5176654253026842,High
ORD00002481,PROD00002481,USER00002481,2023-09-25,2024-01-09,Clothing,335.92,5,Defective,Returned,106.0,19,Male,City100,Debit Card,Next-Day,40.47,1,0.5241451187106181,High
ORD00002484,PROD00002484,USER00002484,2024-11-23,2023-12-03,Home,61.66,4,Defective,Returned,-356.0,45,Female,City9,PayPal,Next-Day,45.23,1,0.5172212434832526,High
ORD00002486,PROD00002486,USER00002486,2023-01-30,2023-01-02,Toys,253.19,5,Not as described,Returned,-28.0,45,Female,City7,Credit Card,Standard,9.06,1,0.5115843312210212,High
